"playerID","yearID","votes","needed","inducted"
"leachto01",1937,1,151,"N"
"leevesa01",1937,1,151,"N"
"longhe01",1937,1,151,"N"
"luquedo01",1937,1,151,"N"
"mcinnst01",1937,1,151,"N"
"mcleala01",1937,1,151,"N"
"meusebo01",1937,1,151,"N"
"milleha01",1937,1,151,"N"
"moranpa01",1937,1,151,"N"
"murphda02",1937,1,151,"N"
"murrare01",1937,1,151,"N"
"paskedo01",1937,1,151,"N"
"raymobu01",1937,1,151,"N"
"rixeyep01",1937,1,151,"N"
"rudoldi01",1937,1,151,"N"
"rusieam01",1937,1,151,"N"
"schulfr01",1937,1,151,"N"
"seweljo01",1937,1,151,"N"
"steinha01",1937,1,151,"N"
"streega01",1937,1,151,"N"
"sullibi03",1937,1,151,"N"
"veachbo01",1937,1,151,"N"
"wallabo01",1937,1,151,"N"
"wilsoha01",1937,1,151,"N"
"bulkemo99",1937,NA,NA,"Y"
"johnsba99",1937,NA,NA,"Y"
"mackco01",1937,NA,NA,"Y"
"mcgrajo01",1937,NA,NA,"Y"
"wrighge01",1937,NA,NA,"Y"
"alexape01",1938,212,197,"Y"
"sislege01",1938,179,197,"N"
"keelewi01",1938,177,197,"N"
"collied01",1938,175,197,"N"
"wadderu01",1938,148,197,"N"
"chancfr01",1938,133,197,"N"
"delahed01",1938,132,197,"N"
"walshed01",1938,110,197,"N"
"eversjo01",1938,91,197,"N"
"colliji01",1938,79,197,"N"
"maranra01",1938,73,197,"N"
"bresnro01",1938,67,197,"N"
"clarkfr01",1938,63,197,"N"
"brownmo01",1938,54,197,"N"
"huggimi01",1938,48,197,"N"
"hornsro01",1938,46,197,"N"
"schalra01",1938,45,197,"N"
"youngro01",1938,40,197,"N"
"planked01",1938,38,197,"N"
"pennohe01",1938,37,197,"N"
"mcginjo01",1938,36,197,"N"
"bendech01",1938,33,197,"N"
"bakerfr01",1938,32,197,"N"
"klingjo01",1938,26,197,"N"
"duffyhu01",1938,24,197,"N"
"jennihu01",1938,23,197,"N"
"jossad01",1938,18,197,"N"
"robinwi01",1938,17,197,"N"
"tinkejo01",1938,16,197,"N"
"heilmha01",1938,14,197,"N"
"ruckena01",1938,12,197,"N"
"adamsba01",1938,11,197,"N"
"crawfsa01",1938,11,197,"N"
"crigelo01",1938,11,197,"N"
"griffcl01",1938,10,197,"N"
"marquru01",1938,10,197,"N"
"vanceda01",1938,10,197,"N"
"roushed01",1938,9,197,"N"
"gowdyha01",1938,8,197,"N"
"rusieam01",1938,8,197,"N"
"tennefr02",1938,8,197,"N"
"altroni01",1938,7,197,"N"
"archeji01",1938,7,197,"N"
"combsea01",1938,7,197,"N"
"terrybi01",1938,7,197,"N"
"wallabo01",1938,7,197,"N"
"wheatza01",1938,7,197,"N"
"careyma01",1938,6,197,"N"
"woodjo02",1938,6,197,"N"
"donlimi01",1938,5,197,"N"
"lewisdu01",1938,5,197,"N"
"nehfar01",1938,5,197,"N"
"carribi02",1938,4,197,"N"
"dinnebi01",1938,4,197,"N"
"doylela01",1938,4,197,"N"
"hoopeha01",1938,4,197,"N"
"mcinnst01",1938,4,197,"N"
"barryja01",1938,3,197,"N"
"burnsge01",1938,3,197,"N"
"fletcar01",1938,3,197,"N"
"grohhe01",1938,3,197,"N"
"kerrdi01",1938,3,197,"N"
"nichoki01",1938,3,197,"N"
"traynpi01",1938,3,197,"N"
"bancrda01",1938,2,197,"N"
"bradlbi01",1938,2,197,"N"
"burkeje01",1938,2,197,"N"
"chesbja01",1938,2,197,"N"
"coombja01",1938,2,197,"N"
"cravaga01",1938,2,197,"N"
"elberki01",1938,2,197,"N"
"fosteed02",1938,2,197,"N"
"judgejo01",1938,2,197,"N"
"mageesh01",1938,2,197,"N"
"peckiro01",1938,2,197,"N"
"rixeyep01",1938,2,197,"N"
"schreos01",1938,2,197,"N"
"scottev01",1938,2,197,"N"
"stengca01",1938,2,197,"N"
"beaumgi01",1938,1,197,"N"
"bergema01",1938,1,197,"N"
"chapmra01",1938,1,197,"N"
"coaklan01",1938,1,197,"N"
"coopewi01",1938,1,197,"N"
"covelst01",1938,1,197,"N"
"cranddo01",1938,1,197,"N"
"cruiswa01",1938,1,197,"N"
"dahlebi01",1938,1,197,"N"
"daubeja01",1938,1,197,"N"
"donovbi01",1938,1,197,"N"
"dooinre01",1938,1,197,"N"
"duganjo01",1938,1,197,"N"
"ehmkeho01",1938,1,197,"N"
"faberre01",1938,1,197,"N"
"flickel01",1938,1,197,"N"
"gleaski01",1938,1,197,"N"
"granted01",1938,1,197,"N"
"grimebu01",1938,1,197,"N"
"harribu01",1938,1,197,"N"
"herzobu01",1938,1,197,"N"
"irwinch01",1938,1,197,"N"
"jonesfi01",1938,1,197,"N"
"lathaar01",1938,1,197,"N"
"loberha01",1938,1,197,"N"
"longhe01",1938,1,197,"N"
"luquedo01",1938,1,197,"N"
"marbefi01",1938,1,197,"N"
"meusebo01",1938,1,197,"N"
"milancl01",1938,1,197,"N"
"moranpa01",1938,1,197,"N"
"murrare01",1938,1,197,"N"
"perduhu01",1938,1,197,"N"
"ricesa01",1938,1,197,"N"
"sheckji01",1938,1,197,"N"
"shockur01",1938,1,197,"N"
"stahlja01",1938,1,197,"N"
"streega01",1938,1,197,"N"
"thomair01",1938,1,197,"N"
"willicy01",1938,1,197,"N"
"zimmech01",1938,1,197,"N"
"cartwal99",1938,NA,NA,"Y"
"chadwhe99",1938,NA,NA,"Y"
"sislege01",1939,235,206,"Y"
"collied01",1939,213,206,"Y"
"keelewi01",1939,207,206,"Y"
"wadderu01",1939,179,206,"N"
"hornsro01",1939,176,206,"N"
"chancfr01",1939,158,206,"N"
"delahed01",1939,145,206,"N"
"walshed01",1939,132,206,"N"
"eversjo01",1939,107,206,"N"
"huggimi01",1939,97,206,"N"
"maranra01",1939,82,206,"N"
"colliji01",1939,72,206,"N"
"bresnro01",1939,67,206,"N"
"clarkfr01",1939,59,206,"N"
"brownmo01",1939,54,206,"N"
"robinwi01",1939,46,206,"N"
"bendech01",1939,40,206,"N"
"pennohe01",1939,40,206,"N"
"schalra01",1939,35,206,"N"
"duffyhu01",1939,34,206,"N"
"youngro01",1939,34,206,"N"
"jennihu01",1939,33,206,"N"
"mcginjo01",1939,32,206,"N"
"bakerfr01",1939,30,206,"N"
"cochrmi01",1939,28,206,"N"
"jossad01",1939,28,206,"N"
"planked01",1939,28,206,"N"
"friscfr01",1939,26,206,"N"
"griffcl01",1939,20,206,"N"
"terrybi01",1939,16,206,"N"
"vanceda01",1939,15,206,"N"
"klingjo01",1939,14,206,"N"
"ruckena01",1939,13,206,"N"
"tinkejo01",1939,12,206,"N"
"adamsba01",1939,11,206,"N"
"traynpi01",1939,10,206,"N"
"heilmha01",1939,8,206,"N"
"roushed01",1939,8,206,"N"
"careyma01",1939,7,206,"N"
"dinnebi01",1939,7,206,"N"
"nichoki01",1939,7,206,"N"
"altroni01",1939,6,206,"N"
"chesbja01",1939,6,206,"N"
"crawfsa01",1939,6,206,"N"
"lewisdu01",1939,6,206,"N"
"rusieam01",1939,6,206,"N"
"stengca01",1939,6,206,"N"
"donlimi01",1939,5,206,"N"
"hoopeha01",1939,5,206,"N"
"kerrdi01",1939,5,206,"N"
"wallabo01",1939,5,206,"N"
"gowdyha01",1939,4,206,"N"
"marquru01",1939,4,206,"N"
"mcinnst01",1939,4,206,"N"
"wheatza01",1939,4,206,"N"
"archeji01",1939,3,206,"N"
"combsea01",1939,3,206,"N"
"faberre01",1939,3,206,"N"
"mccarjo99",1939,3,206,"N"
"tennefr02",1939,3,206,"N"
"bushdo01",1939,2,206,"N"
"carribi02",1939,2,206,"N"
"cravaga01",1939,2,206,"N"
"crigelo01",1939,2,206,"N"
"donovbi01",1939,2,206,"N"
"ewingbu01",1939,2,206,"N"
"granted01",1939,2,206,"N"
"loberha01",1939,2,206,"N"
"schreos01",1939,2,206,"N"
"woodjo02",1939,2,206,"N"
"bancrda01",1939,1,206,"N"
"barryja01",1939,1,206,"N"
"bergema01",1939,1,206,"N"
"bradlbi01",1939,1,206,"N"
"burnsge01",1939,1,206,"N"
"coopewi01",1939,1,206,"N"
"crossla01",1939,1,206,"N"
"daubeja01",1939,1,206,"N"
"doylela01",1939,1,206,"N"
"fletcar01",1939,1,206,"N"
"frasech01",1939,1,206,"N"
"gleaski01",1939,1,206,"N"
"grimebu01",1939,1,206,"N"
"grimmch01",1939,1,206,"N"
"hahnno01",1939,1,206,"N"
"haineje01",1939,1,206,"N"
"harribu01",1939,1,206,"N"
"hoytwa01",1939,1,206,"N"
"irwinch01",1939,1,206,"N"
"jonessa01",1939,1,206,"N"
"kellejo01",1939,1,206,"N"
"knabeot01",1939,1,206,"N"
"leachto01",1939,1,206,"N"
"longhe01",1939,1,206,"N"
"luquedo01",1939,1,206,"N"
"mageesh01",1939,1,206,"N"
"moranpa01",1939,1,206,"N"
"nehfar01",1939,1,206,"N"
"peckiro01",1939,1,206,"N"
"peitzhe01",1939,1,206,"N"
"perduhu01",1939,1,206,"N"
"phillde01",1939,1,206,"N"
"schacal01",1939,1,206,"N"
"scottev01",1939,1,206,"N"
"shockur01",1939,1,206,"N"
"stahlja01",1939,1,206,"N"
"steinha01",1939,1,206,"N"
"wilsoha01",1939,1,206,"N"
"ansonca01",1939,NA,NA,"Y"
"comisch01",1939,NA,NA,"Y"
"cummica01",1939,NA,NA,"Y"
"ewingbu01",1939,NA,NA,"Y"
"gehrilo01",1939,NA,NA,"Y"
"radboch01",1939,NA,NA,"Y"
"spaldal01",1939,NA,NA,"Y"
"hornsro01",1942,182,175,"Y"
"chancfr01",1942,136,175,"N"
"wadderu01",1942,136,175,"N"
"walshed01",1942,113,175,"N"
"huggimi01",1942,111,175,"N"
"delahed01",1942,104,175,"N"
"eversjo01",1942,91,175,"N"
"robinwi01",1942,89,175,"N"
"cochrmi01",1942,88,175,"N"
"friscfr01",1942,84,175,"N"
"duffyhu01",1942,77,175,"N"
"pennohe01",1942,72,175,"N"
"griffcl01",1942,71,175,"N"
"colliji01",1942,68,175,"N"
"maranra01",1942,66,175,"N"
"jennihu01",1942,64,175,"N"
"brownmo01",1942,63,175,"N"
"planked01",1942,63,175,"N"
"mcginjo01",1942,59,175,"N"
"clarkfr01",1942,58,175,"N"
"bresnro01",1942,57,175,"N"
"bendech01",1942,55,175,"N"
"schalra01",1942,53,175,"N"
"traynpi01",1942,45,175,"N"
"youngro01",1942,44,175,"N"
"bakerfr01",1942,39,175,"N"
"vanceda01",1942,37,175,"N"
"terrybi01",1942,36,175,"N"
"tinkejo01",1942,36,175,"N"
"jossad01",1942,33,175,"N"
"klingjo01",1942,15,175,"N"
"ruckena01",1942,15,175,"N"
"adamsba01",1942,11,175,"N"
"gowdyha01",1942,8,175,"N"
"nichoki01",1942,5,175,"N"
"burkeje01",1942,4,175,"N"
"heilmha01",1942,4,175,"N"
"granted01",1942,3,175,"N"
"rickebr01",1942,3,175,"N"
"wheatza01",1942,3,175,"N"
"bushdo01",1942,2,175,"N"
"crawfsa01",1942,2,175,"N"
"martipe01",1942,2,175,"N"
"peckiro01",1942,2,175,"N"
"wallabo01",1942,2,175,"N"
"beaumgi01",1942,1,175,"N"
"becklja01",1942,1,175,"N"
"boleyjo01",1942,1,175,"N"
"bradlbi01",1942,1,175,"N"
"crossla01",1942,1,175,"N"
"dinnebi01",1942,1,175,"N"
"dunnja01",1942,1,175,"N"
"elberki01",1942,1,175,"N"
"faberre01",1942,1,175,"N"
"hamilbi01",1942,1,175,"N"
"hermaba01",1942,1,175,"N"
"hoytwa01",1942,1,175,"N"
"kellejo01",1942,1,175,"N"
"kerrdi01",1942,1,175,"N"
"lathaar01",1942,1,175,"N"
"lowebo01",1942,1,175,"N"
"mageesh01",1942,1,175,"N"
"phillde01",1942,1,175,"N"
"roushed01",1942,1,175,"N"
"rusieam01",1942,1,175,"N"
"schaege01",1942,1,175,"N"
"scottev01",1942,1,175,"N"
"steinha01",1942,1,175,"N"
"tennefr02",1942,1,175,"N"
"wambsbi01",1942,1,175,"N"
"wilsoha01",1942,1,175,"N"
"woodjo02",1942,1,175,"N"
"landike99",1944,NA,NA,"Y"
"chancfr01",1945,179,186,"N"
"wadderu01",1945,154,186,"N"
"walshed01",1945,137,186,"N"
"eversjo01",1945,134,186,"N"
"bresnro01",1945,133,186,"N"
"huggimi01",1945,133,186,"N"
"cochrmi01",1945,125,186,"N"
"colliji01",1945,121,186,"N"
"delahed01",1945,111,186,"N"
"griffcl01",1945,108,186,"N"
"friscfr01",1945,101,186,"N"
"jennihu01",1945,92,186,"N"
"robinwi01",1945,81,186,"N"
"traynpi01",1945,81,186,"N"
"duffyhu01",1945,64,186,"N"
"clarkfr01",1945,53,186,"N"
"maranra01",1945,51,186,"N"
"tinkejo01",1945,49,186,"N"
"brownmo01",1945,46,186,"N"
"pennohe01",1945,45,186,"N"
"mcginjo01",1945,44,186,"N"
"bendech01",1945,40,186,"N"
"planked01",1945,33,186,"N"
"schalra01",1945,33,186,"N"
"terrybi01",1945,32,186,"N"
"grovele01",1945,28,186,"N"
"bakerfr01",1945,26,186,"N"
"hubbeca01",1945,24,186,"N"
"jossad01",1945,23,186,"N"
"youngro01",1945,22,186,"N"
"vanceda01",1945,18,186,"N"
"deandi01",1945,17,186,"N"
"dickebi01",1945,17,186,"N"
"klingjo01",1945,12,186,"N"
"gehrich01",1945,10,186,"N"
"ruckena01",1945,10,186,"N"
"adamsba01",1945,7,186,"N"
"gomezle01",1945,7,186,"N"
"heilmha01",1945,5,186,"N"
"nichoki01",1945,5,186,"N"
"roushed01",1945,5,186,"N"
"crawfsa01",1945,4,186,"N"
"lyonste01",1945,4,186,"N"
"carribi02",1945,3,186,"N"
"donovbi01",1945,3,186,"N"
"gowdyha01",1945,3,186,"N"
"greenha01",1945,3,186,"N"
"wallabo01",1945,3,186,"N"
"burkeje01",1945,2,186,"N"
"elberki01",1945,2,186,"N"
"granted01",1945,2,186,"N"
"hartnga01",1945,2,186,"N"
"lowebo01",1945,2,186,"N"
"mckecbi01",1945,2,186,"N"
"phillde01",1945,2,186,"N"
"rickebr01",1945,2,186,"N"
"stengca01",1945,2,186,"N"
"wheatza01",1945,2,186,"N"
"beaumgi01",1945,1,186,"N"
"bushdo01",1945,1,186,"N"
"camniho01",1945,1,186,"N"
"careyma01",1945,1,186,"N"
"combsea01",1945,1,186,"N"
"conrowi01",1945,1,186,"N"
"davisha01",1945,1,186,"N"
"dimagjo01",1945,1,186,"N"
"dinnebi01",1945,1,186,"N"
"donlimi01",1945,1,186,"N"
"dunnja01",1945,1,186,"N"
"gleaski01",1945,1,186,"N"
"gordojo01",1945,1,186,"N"
"grimmch01",1945,1,186,"N"
"grohhe01",1945,1,186,"N"
"kerrdi01",1945,1,186,"N"
"lazzeto01",1945,1,186,"N"
"lewisdu01",1945,1,186,"N"
"longhe01",1945,1,186,"N"
"mageesh01",1945,1,186,"N"
"martipe01",1945,1,186,"N"
"meusebo01",1945,1,186,"N"
"moranpa01",1945,1,186,"N"
"mungova01",1945,1,186,"N"
"murphda02",1945,1,186,"N"
"ritchcl01",1945,1,186,"N"
"rixeyep01",1945,1,186,"N"
"rootch01",1945,1,186,"N"
"rusieam01",1945,1,186,"N"
"seymocy01",1945,1,186,"N"
"sheckji01",1945,1,186,"N"
"southbi01",1945,1,186,"N"
"sweenbi02",1945,1,186,"N"
"tanneje01",1945,1,186,"N"
"vandejo01",1945,1,186,"N"
"willicy01",1945,1,186,"N"
"yerkest02",1945,1,186,"N"
"bresnro01",1945,NA,NA,"Y"
"broutda01",1945,NA,NA,"Y"
"clarkfr01",1945,NA,NA,"Y"
"colliji01",1945,NA,NA,"Y"
"delahed01",1945,NA,NA,"Y"
"duffyhu01",1945,NA,NA,"Y"
"jennihu01",1945,NA,NA,"Y"
"kellyki01",1945,NA,NA,"Y"
"orourji01",1945,NA,NA,"Y"
"robinwi01",1945,NA,NA,"Y"
"chancfr01",1946,150,198,"N"
"chancfr01",1946,144,NA,"N"
"eversjo01",1946,130,NA,"N"
"huggimi01",1946,129,NA,"N"
"wadderu01",1946,122,NA,"N"
"walshed01",1946,115,NA,"N"
"eversjo01",1946,110,198,"N"
"huggimi01",1946,106,198,"N"
"walshed01",1946,106,198,"N"
"friscfr01",1946,104,NA,"N"
"hubbeca01",1946,101,NA,"N"
"wadderu01",1946,87,198,"N"
"griffcl01",1946,82,198,"N"
"cochrmi01",1946,80,NA,"N"
"hubbeca01",1946,75,198,"N"
"griffcl01",1946,73,NA,"N"
"grovele01",1946,71,NA,"N"
"friscfr01",1946,67,198,"N"
"cochrmi01",1946,65,198,"N"
"traynpi01",1946,65,NA,"N"
"grovele01",1946,61,198,"N"
"brownmo01",1946,56,NA,"N"
"tinkejo01",1946,55,NA,"N"
"traynpi01",1946,53,198,"N"
"mcginjo01",1946,53,NA,"N"
"maranra01",1946,50,NA,"N"
"brownmo01",1946,48,198,"N"
"mcginjo01",1946,47,198,"N"
"deandi01",1946,45,198,"N"
"tinkejo01",1946,45,198,"N"
"gehrich01",1946,43,NA,"N"
"pennohe01",1946,41,NA,"N"
"deandi01",1946,40,NA,"N"
"dickebi01",1946,40,NA,"N"
"bakerfr01",1946,39,NA,"N"
"bendech01",1946,39,NA,"N"
"bakerfr01",1946,36,198,"N"
"schalra01",1946,36,NA,"N"
"bendech01",1946,35,198,"N"
"planked01",1946,34,NA,"N"
"dickebi01",1946,32,198,"N"
"terrybi01",1946,31,NA,"N"
"vanceda01",1946,31,NA,"N"
"maranra01",1946,29,198,"N"
"foxxji01",1946,26,NA,"N"
"youngro01",1946,25,NA,"N"
"gehrich01",1946,23,198,"N"
"heilmha01",1946,23,NA,"N"
"klingjo01",1946,20,NA,"N"
"pennohe01",1946,16,198,"N"
"jossad01",1946,14,NA,"N"
"ruckena01",1946,13,NA,"N"
"roushed01",1946,11,NA,"N"
"crawfsa01",1946,9,NA,"N"
"adamsba01",1946,6,NA,"N"
"crigelo01",1946,6,NA,"N"
"marquru01",1946,6,NA,"N"
"wheatza01",1946,6,NA,"N"
"woodjo02",1946,5,NA,"N"
"donovbi01",1946,4,NA,"N"
"gomezle01",1946,4,NA,"N"
"wanerpa01",1946,4,NA,"N"
"lyonste01",1946,3,NA,"N"
"burkeje01",1946,2,NA,"N"
"bushdo01",1946,2,NA,"N"
"coombja01",1946,2,NA,"N"
"davisha01",1946,2,NA,"N"
"hartnga01",1946,2,NA,"N"
"jacksjo01",1946,2,NA,"N"
"mckecbi01",1946,2,NA,"N"
"bancrda01",1946,1,NA,"N"
"beaumgi01",1946,1,NA,"N"
"bradlbi01",1946,1,NA,"N"
"chesbja01",1946,1,NA,"N"
"clarkjo01",1946,1,NA,"N"
"cravaga01",1946,1,NA,"N"
"dinnebi01",1946,1,NA,"N"
"dunnja01",1946,1,NA,"N"
"granted01",1946,1,NA,"N"
"grimmch01",1946,1,NA,"N"
"hoytwa01",1946,1,NA,"N"
"jonesfi01",1946,1,NA,"N"
"killebi01",1946,1,NA,"N"
"knabeot01",1946,1,NA,"N"
"longhe01",1946,1,NA,"N"
"mageesh01",1946,1,NA,"N"
"martipe01",1946,1,NA,"N"
"nichoki01",1946,1,NA,"N"
"phillde01",1946,1,NA,"N"
"ruelmu01",1946,1,NA,"N"
"sheckji01",1946,1,NA,"N"
"simmoal01",1946,1,NA,"N"
"southbi01",1946,1,NA,"N"
"sparktu01",1946,1,NA,"N"
"sullibi03",1946,1,NA,"N"
